image,label
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/013.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/001.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/010.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/002.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/006.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/008.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/011.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/012.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/007.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/004.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/009.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/003.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/0370782/005.jpg,0370782
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/013.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/037.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/071.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/020.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/056.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/053.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/060.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/055.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/001.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/018.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/040.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/041.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/010.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/043.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/059.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/058.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/047.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/030.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/057.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/025.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/051.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/048.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/039.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/033.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/035.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/034.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/065.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/002.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/006.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/029.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/008.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/036.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/064.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/015.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/069.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/044.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/011.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/026.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/012.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/016.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/021.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/045.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/007.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/017.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/004.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/014.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/070.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/022.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/009.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/049.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/042.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/031.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/023.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/003.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/019.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/052.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/063.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/067.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/068.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/024.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/032.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/066.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/054.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/028.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/062.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/027.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/061.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/050.jpg,3964350
/home/sharifullina/thesis/datasets/CASIA-WebFace/3964350/046.jpg,3964350
